27.38, 10.3, 1.15, 1067.92, 1320.55, 1283.18, 225.34, 98.02, 20.57, 76.46, 185.06, 79.07, 26.14, 1018.84, 5.08
26.39, 10.4, 1.15, 1124.59, 1358.13, 1254.71, 222.42, 102.3, 20.98, 74.01, 194.44, 80.38, 26.47, 999.16, 4.91
27.19, 10.48, 1.14, 1096.96, 1389, 1310.37, 214.97, 100.37, 20.96, 74.29, 187.37, 79.71, 26.57, 1006.84, 5.06
26.74, 10.71, 1.12, 1117.54, 1364.5, 1247.4, 219.71, 102.77, 20.64, 74.12, 189.35, 77.91, 26.32, 996.05, 5.03
26.45, 10.43, 1.12, 1125.49, 1372.44, 1257.94, 213.5, 98.07, 21.1, 75.08, 188.64, 78.49, 25.99, 989.61, 5.04
27.42, 10.58, 1.17, 1107.81, 1316.62, 1254.84, 217.84, 102.13, 21.31, 76.63, 192.13, 81.74, 26.61, 1015.56, 4.89
27.34, 10.68, 1.13, 1118.87, 1376.18, 1257.21, 218.69, 101.94, 20.11, 75.59, 193.26, 80.87, 25.63, 985.71, 4.89
26.39, 10.69, 1.12, 1098.89, 1344.53, 1296.48, 223.12, 100.22, 21.15, 76.93, 195.19, 79.25, 26.46, 982.7, 5
27.24, 10.57, 1.17, 1101.25, 1351.05, 1269.6, 215.29, 100.19, 21.1, 75.56, 184.41, 80.05, 26.28, 992.68, 5
26.68, 10.78, 1.14, 1099.66, 1339.5, 1245.57, 220.04, 101.97, 20.77, 74.55, 188.25, 82.31, 25.29, 1012.4, 5.05
26.29, 10.69, 1.15, 1077.66, 1369, 1267.82, 219.11, 101.66, 20.29, 76.38, 192.48, 78.59, 25.89, 983.1, 4.94
27.39, 10.32, 1.17, 1103.48, 1323.08, 1265.26, 217.24, 99.93, 20.65, 75.58, 189.76, 79.57, 25.87, 1005.15, 5.09
27.52, 10.78, 1.15, 1106.46, 1389.62, 1290.91, 215.69, 98.53, 20.25, 74.77, 192.76, 81.29, 26.68, 1022.67, 5.01
27.66, 10.75, 1.12, 1076.31, 1350.61, 1245.65, 218.34, 102.96, 20.5, 77.93, 194.78, 79.03, 26.04, 1023.33, 5.02
26.44, 10.73, 1.18, 1072.86, 1363.88, 1274.76, 217.85, 97.47, 20.89, 76.3, 192.48, 81.57, 26.68, 1003.61, 5.08
27.57, 10.55, 1.13, 1083.56, 1352.78, 1293.5, 221.23, 102.38, 20.43, 77.42, 194.31, 82.05, 25.28, 1023.19, 4.91
26.8, 10.77, 1.12, 1088.03, 1350.65, 1288.54, 225.77, 101.8, 20.44, 75, 188.47, 81.24, 25.89, 981.74, 5.01
26.9, 10.47, 1.18, 1085.7, 1387.61, 1305.47, 218.01, 99.03, 20.15, 75.69, 191, 78.02, 26.14, 1016.94, 4.88
26.55, 10.63, 1.15, 1119.43, 1343.46, 1300.59, 222.18, 98.04, 20.28, 78.27, 185.19, 78.11, 25.64, 989.54, 4.93
26.59, 10.5, 1.15, 1088.52, 1319.02, 1301.34, 215.58, 97.16, 20.32, 77.88, 187.03, 82.24, 26.33, 971.06, 5.06
